year,market,internal_class,leasedSF,availability_proportion,internal_class_rent,overall_rent,RBA,unemployment_rate,absorption,rent_growth,availability_growth,enhanced_growth,cumulative_growth_factor,unemp_growth,abs_growth
2018,Atlanta,A,9628.846989611278,0.20540541426690676,28.974497073328152,25.82386614770845,102939687.25,4.0,9.353872395421794,0.0,0.0,0.0,0.0,0.0,0.0
2019,Atlanta,A,11016.343475843696,0.20626556207848026,30.3799102103493,27.23491344143655,104083395.5,3.575,10.58415074078141,4.8505177966138735,0.4187561533581574,-2.193245160427006,-2.193245160427006,-1.0624999999999996,1.3152609885524735
2020,Atlanta,A,10413.86064983025,0.2402111240169705,32.3853568800602,29.212860599817276,106180190.75,6.5,9.807724563567193,6.601226454671072,16.45721253535022,6.710169971652105,4.516924811225099,8.181818181818182,-0.7335743757149993
2021,Atlanta,A,8641.89389304536,0.2876180268253865,32.543293500624074,29.864276156415773,108228114.75,3.9333333333333336,7.984888134665915,0.48767911111431417,19.73551516501242,17.44715723038556,21.96408204161066,-3.948717948717948,-1.8585722071280208
2022,Atlanta,A,8358.160661336236,0.30178859051509926,33.199191515476,30.682647276729774,109126167.0,3.141666666666667,7.659171847698304,2.0154629243022137,4.926869100008013,2.8027102843262623,24.766792325936922,-2.0127118644067785,-0.4079159049874881
2023,Atlanta,A,8144.434933479992,0.329568008894474,33.6034841327228,31.386657890121676,110647553.75,3.2000000000000006,7.3607004018197655,1.2177785024021892,9.204926644827838,7.356191736959363,32.122984062896286,0.18567639257294433,-0.3896915382153665
2024,Atlanta,A,12424.058745122917,0.347559283897131,35.1277782313057,32.655399834790074,113292331.5,3.375,10.96637219891879,4.536119208836897,5.459047758612301,8.134026448190287,40.25701051108657,0.5468749999999978,4.898544432276588
2018,Austin,A,12539.22857169625,0.11862351498556375,39.658006750139904,35.60441123033587,37126891.5,3.8999999999999995,33.773979089243845,0.0,0.0,0.0,0.0,0.0,0.0
2019,Austin,A,12989.25685800398,0.12619812233925123,41.50571387461443,36.99951099442248,38276350.0,3.525,33.93546369495519,4.659102350039324,6.385418063702875,2.0384203084817303,2.0384203084817303,-0.9615384615384603,0.04781331962237623
2020,Austin,A,9919.326523504491,0.17968514086478024,43.13021747744097,39.36529875390408,39979424.0,7.7250000000000005,24.811079127864602,3.9139276286972002,42.38337111050108,31.45760092713291,33.49602123561464,11.914893617021281,-2.6887461002770996
2021,Austin,A,12925.321721575072,0.226059498647009,50.811295006815854,44.7096463206204,41414769.25,5.641666666666667,31.209450048004484,17.809039644635295,25.808677088734445,12.5421096625353,46.03813089814994,-2.6968716289104644,2.5788362074723548
2022,Austin,A,12565.491369047619,0.217218882960582,50.61420763188123,45.03420975038625,43890918.5,3.9416666666666664,28.628909575104057,-0.3878810309955405,-3.910747276420168,-4.009811557336225,42.02831934081371,-3.0132939438700146,-0.8268458652527344
2023,Austin,A,10785.035585585585,0.3084908772668295,50.94210494070218,46.198243985150455,45965041.5,3.9499999999999993,23.46356107518272,0.6478364952500204,42.01844382139204,38.65895870798964,80.68727804880335,0.021141649048623812,-1.8042421372601514
2024,Austin,A,10121.440837424987,0.32961620607807324,51.20806426915385,46.430120014183174,46669190.75,4.041666666666667,21.687628764861294,0.5220815448463645,6.847959005598514,5.132526327182431,85.81980437598578,0.23206751054852592,-0.7568895039550583
2018,Baltimore,A,5924.403523831301,0.17047936451416776,27.03158257222265,23.3487091556151,41282263.0,3.8166666666666664,14.350965991935329,0.0,0.0,0.0,0.0,0.0,0.0
2019,Baltimore,A,8648.836823674876,0.17353388276644824,26.587506384119376,24.053988761948247,41915202.0,3.375,20.634128934115303,-1.642804992703617,1.791723157219205,10.291153512275091,10.291153512275091,-1.1572052401746724,4.3782160348724
2020,Baltimore,A,5559.3925,0.17910644925437774,26.800574025850075,24.190128442768398,41915202.0,6.466666666666666,13.26342766998952,0.8013825691376653,3.2112267639567538,-5.2384176798759565,5.052735832399135,9.160493827160492,-3.5720922786032814
2021,Baltimore,A,7240.372717866836,0.19598610651272724,26.576999095903872,24.518128176075624,41941327.0,5.2250000000000005,17.26309879958456,-0.8342169452436266,9.424371555920906,15.261959855659383,20.314695688058517,-1.9201030927835039,3.0155637208659813
2022,Baltimore,A,9848.450398947549,0.2048881771429305,26.157826718770526,24.3942622644133,41773287.25,2.983333333333333,23.575952593837464,-1.5771998020572275,4.542194744618366,12.677235165957846,32.99193085401636,-4.290271132376397,3.6568485574587695
2023,Baltimore,A,7615.289291934119,0.20880943877629174,25.6833930792152,23.89752290122875,40810375.0,2.1,18.6601796526842,-1.8137349278137038,1.9138545171524246,1.3401940426154746,34.33212489663184,-2.960893854748602,-2.085079244025203
2024,Baltimore,A,8774.524630798878,0.22878481360348024,26.073437680314427,24.02303122639275,40539225.75,2.7583333333333333,21.644529387192055,1.5186646090577405,9.566317952029536,9.662895051116376,43.99501994774821,3.134920634920635,1.599314577916493
2018,Boston,A,12303.956380142727,0.1363599376062825,42.657058082004724,32.98392810721545,133229172.0,3.4381708284326375,9.235181901560363,0.0,0.0,0.0,0.0,0.0,0.0
2019,Boston,A,16637.396461173306,0.13348900635696526,40.910691825149,32.452903175450075,135460028.5,3.0052397520486283,12.28214451554859,-4.093967880997507,-2.105406690348166,7.252307178224399,7.252307178224399,-1.2591901275055906,3.299298970465774
2020,Boston,A,14810.897316849818,0.153482603175069,49.65616632793407,39.7059987823031,136845139.5,9.253148046398046,10.823108055547575,21.37699000584725,14.977710422563595,-13.378691414496256,-6.126384236271857,20.79004941316349,-1.1879329852811504
2021,Boston,A,17526.27060105481,0.17592227424232726,48.70640984264838,38.8582210727854,141998995.25,5.316902256051313,12.34253141735157,-1.9126657483250153,14.620335206109702,19.70229380381852,13.575909567546663,-4.253953109373395,1.403869714693633
2022,Boston,A,18322.45530604932,0.17734801578525,53.466796396154926,42.83689132130833,145680092.5,3.6208352998366555,12.57718538725483,9.77363465894021,0.8104383308271901,-7.880530738018227,5.695378829528436,-3.189953236932872,0.19011818724105067
2023,Boston,A,12064.741882905852,0.21095292954185074,53.60960343823305,45.606665819499874,148428130.5,3.3085257289477967,8.128339178203051,0.2670948171646925,18.94857047472851,13.591256599124174,19.28663542865261,-0.8625345949951047,-3.537235138125613
2024,Boston,A,16008.560056656359,0.24367137461893976,56.20855001642128,48.36058871832893,150619529.5,3.37176392264784,10.628475676294261,4.847912335674387,15.509832050281158,15.22787592163263,34.51451135028524,0.19113707699699445,3.075826984183405
2018,Charlotte,A,13079.14940066936,0.16303019676528702,29.541665694573126,26.929281763957572,36819757.25,3.9886437908496735,35.522095683206494,0.0,0.0,0.0,0.0,0.0,0.0
2019,Charlotte,A,18535.9434795031,0.12265486917247925,31.232457518079723,28.2506106768735,37404246.75,3.8789021164021165,49.555719176467846,5.723413977354697,-24.765551654786833,-24.494170167458677,-24.494170167458677,-0.275135309649146,3.950674424847045
2020,Charlotte,A,8876.265477771502,0.1373618208696455,33.4511064754992,30.48882480288945,37875846.0,7.277937158469944,23.435160967154374,7.103664372664742,11.990515987168093,-5.210289055573956,-29.704459223032632,8.762879134523276,-5.270947257630992
2021,Charlotte,A,8431.5588179936,0.17722921452124699,33.371092662954204,30.417610579766,38411970.25,4.874161255411256,21.950341945799043,-0.2391963106021744,29.02363509685497,29.13815885134629,-0.5663003716863422,-3.3028258567212463,-0.6335860135274451
2022,Charlotte,A,9900.155562343025,0.22251210605022198,34.975128777335854,32.18210992583233,39577473.75,3.6750327569204955,25.01462226942422,4.8066634514557505,25.55046675081116,23.452855411369004,22.886555039682662,-2.4601740395016627,1.396005734758785
2023,Charlotte,A,6414.507743930906,0.2444495132794975,35.091266970715196,32.332078603360046,40311679.5,3.4510002334267043,15.912281064674833,0.33205937315834433,9.858972448143621,4.221102528929989,27.10765756861265,-0.6096068751276107,-3.6388081765581273
2024,Charlotte,A,9266.784981524055,0.26858931190077023,35.98197986905825,33.09502088401185,40047760.75,3.6343377976190476,23.13933365556289,2.5382751186680874,9.87516739036085,14.016789514745447,41.1244470833581,0.5312592054225873,4.541808029605554
2018,Chicago Suburbs,A,9536.586893051175,0.2665729666393555,26.7205275594111,23.416056268505876,54261799.5,4.3999999999999995,17.57513938152968,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chicago Suburbs,A,10782.318585725965,0.26058091003260575,27.629786934006553,24.0825185818425,53187365.0,3.966666666666667,20.272330817151715,3.4028496352618065,-2.2478110523698858,-3.1024542176948557,-3.1024542176948557,-0.984848484848484,1.5346628991498101
2020,Chicago Suburbs,A,9347.953059675137,0.266974133424767,27.614951532147877,24.2446181979405,53104060.0,9.308333333333334,17.603085450858444,-0.05369350800319417,2.4534504048517203,-2.8344935267588536,-5.936947744453709,13.466386554621849,-1.3166938673055373
2021,Chicago Suburbs,A,8277.526397693275,0.321301759545475,27.428747712099277,24.2748552870339,53276278.75,6.1000000000000005,15.536983047437927,-0.6742862461005306,20.34939693362372,20.124792174942442,14.187844430488733,-3.4467323187108323,-1.1737160563063453
2022,Chicago Suburbs,A,9366.225113800972,0.33642320485191224,28.755189271333926,25.433907498487475,53244190.25,4.566666666666666,17.59107438731491,4.835953770683932,4.70630641046863,2.481866589797434,16.669711020286165,-2.513661202185793,1.3220657663108581
2023,Chicago Suburbs,A,8914.85369623656,0.34707284367250124,30.388439649742924,26.907124191998225,53032171.75,4.458333333333333,16.810274597582474,5.679845689755858,3.1655482341881758,-3.1207829002946728,13.548928119991494,-0.23722627737226332,-0.44386134271337085
2024,Chicago Suburbs,A,11402.26491898897,0.3532989159247485,30.96454520086172,27.316430470954124,52405798.0,5.05,21.75764009735902,1.8958049763626805,1.7938805544009062,3.980890612422185,17.52981873241368,1.3271028037383181,2.943060490212359
2018,Detroit,A,6283.095445297058,0.18789728876486,21.482362473936377,18.972713785129,34423167.0,4.158333333333333,18.252520011587134,0.0,0.0,0.0,0.0,0.0,0.0
2019,Detroit,A,8966.981070268295,0.18310797490164699,22.7199372941446,20.193092010668526,34478167.0,4.05,26.007708212180464,5.760887899129896,-2.548899930752324,-1.8714103171980625,-1.8714103171980625,-0.2605210420841686,4.248831501442076
2020,Detroit,A,10942.371929541048,0.19365827660547075,22.245057160749525,20.145788244964777,34638776.25,10.05,31.58994951370734,-2.090147200879211,5.761792575932678,7.3678053961632335,5.496395078965171,14.814814814814818,2.1463795487033654
2021,Detroit,A,9635.674387755102,0.21403557555505426,21.609176412184524,20.392266566647976,35563678.0,5.766666666666667,27.094144727536623,-2.858526026568209,10.522296958728528,12.311565270493077,17.80796034945825,-4.262023217247099,-1.423175679410289
2022,Detroit,A,6914.212621202327,0.23935894676828473,21.543343496982374,20.6136009870459,35778140.5,4.133333333333334,19.32524308020515,-0.30465258807841344,11.831384174130811,8.543069890400773,26.35103023985902,-2.832369942196531,-2.8673729049050567
2023,Detroit,A,10699.516642768578,0.25521381556344347,21.673345653925324,20.54600492438295,36022501.0,3.891666666666667,29.7023147914371,0.6034446647576353,6.623888101624753,14.221159636082536,40.57218987594156,-0.5846774193548387,5.3696978962511395
2024,Detroit,A,8918.6591954479,0.264574835450617,23.779074081984977,21.73246757531325,36652751.0,4.291666666666667,24.332850746859084,9.715751604221179,3.667912674126561,-9.016437429701586,31.55575244623997,1.0278372591006413,-1.8077594565545385
2018,Houston,A,13158.162492556974,0.280573071583086,33.230035413371375,28.395429318348498,113960310.0,3.9,11.546267724751692,0.0,0.0,0.0,0.0,0.0,0.0
2019,Houston,A,10760.153807291288,0.2716675925092368,33.66707135219865,28.872707706385427,114232896.0,3.525,9.419487891904,1.3151834880423152,-3.174031999436566,-7.011775422940584,-7.011775422940584,-0.9615384615384615,-1.8419630338975446
2020,Houston,A,15150.704272374913,0.28424964023593874,33.6065794909007,29.068328569531474,114191922.25,7.7250000000000005,13.267754823502774,-0.17967663615622298,4.6314128271572,7.960512794465564,0.94873737152498,11.914893617021281,4.085431156938308
2021,Houston,A,9746.412985013192,0.3265791709563225,33.584676558496554,28.96093302527735,114688307.0,5.641666666666667,8.498174957812562,-0.06517453646264215,14.891674334309979,10.23876801026757,11.187505381792551,-2.6968716289104644,-3.5948658451551116
2022,Houston,A,11082.00292240838,0.33060262052563205,33.8996812731845,29.396387690702774,115068163.0,3.9416666666666664,9.630815886413671,0.9379417846686167,1.2319982188477185,3.04658728094561,14.234092662738162,-3.0132939438700146,1.3328049071993364
2023,Houston,A,10728.290331896103,0.310354722896767,35.84144502606272,30.981170145585974,116065950.0,3.9499999999999997,9.243271029872329,5.727970529369575,-6.1245423876775344,-12.461399614670858,1.7726930480673033,0.021141649048626032,-0.40240085690772864
2024,Houston,A,10272.999060951406,0.30802792458138273,36.53435882181985,31.62167046436825,117792119.5,4.041666666666667,8.721295706841753,1.9332752774149142,-0.7497222190358754,-3.5880770448843196,-1.8153839968170162,0.2320675105485237,-0.5647084471975994
2018,Los Angeles,A,6265.202646888046,0.177221598648776,40.5793758591239,37.94471848863715,144165596.75,4.258333333333334,4.345837556343376,0.0,0.0,0.0,0.0,0.0,0.0
2019,Los Angeles,A,7557.073100523281,0.163922303434538,43.3914021899137,40.80402809629312,145469164.75,4.1000000000000005,5.1949656227907095,6.929693400292991,-7.504330914311986,-11.410237043712625,-11.410237043712625,-0.3718199608610562,1.953888187118058
2020,Los Angeles,A,6325.829411707118,0.18700550933249,46.90854572753135,44.16950260980347,147272845.0,10.191666666666666,4.295312833609698,8.105623142169872,14.081796933246626,-0.3359243098278397,-11.746161353540465,14.857723577235769,-1.7317781377304342
2021,Los Angeles,A,6641.514837833983,0.240807969429641,48.96424832594617,46.24391124383408,148287028.25,7.325,4.47882388379712,4.382362673009288,28.77052140827141,25.7322009962847,13.986039642744235,-2.8127555192150444,0.42723558747920887
2022,Los Angeles,A,6803.225919303168,0.2604689748373415,48.79140134140442,46.3709543300838,149575459.75,4.2749999999999995,4.548357017036123,-0.35300651077320166,8.164599142739348,9.791434250146837,23.777473892891074,-4.16382252559727,0.15524864348998024
2023,Los Angeles,A,5980.219040226837,0.27159008051197925,48.68934464862532,46.38327727192443,149757682.25,4.741666666666666,3.9932636178514556,-0.2091694232452701,4.269646963360119,2.375272629128376,26.15274652201945,1.0916179337231968,-1.220426182697476
2024,Los Angeles,A,7599.450924945508,0.2903587099483662,49.525422390614395,47.0855444722726,147301612.25,5.3,5.159109129130056,1.7171677869619373,6.910646147681798,9.278398082142328,35.43114460416177,1.1775043936731122,2.919530546560496
2018,Manhattan,A,25693.425102359637,0.12169341208808875,83.25672961751972,74.92107061807083,244921669.75,4.1000000000000005,10.490466249305667,0.0,0.0,0.0,0.0,0.0,0.0
2019,Manhattan,A,37974.22080435079,0.11882919158829851,91.40798896397092,81.73681570793624,250914505.5,3.858333333333333,15.134326622001849,9.790511090092014,-2.3536364464141646,-5.356674499174115,-5.356674499174115,-0.5894308943089455,4.4267435425032176
2020,Manhattan,A,33470.84722743324,0.1333416491782145,90.5401847320322,81.13779627930367,255636128.75,9.891666666666667,13.093159950081288,-0.9493746025643013,12.2128724397929,7.229909745285265,1.8732352461111494,15.637149028077758,-1.3487000267016647
2021,Manhattan,A,20541.41096216289,0.18088993719557475,85.35241111630708,75.71749905737087,265689574.75,7.091666666666666,7.731357536889162,-5.72980233150523,35.658992003174305,35.9537849642904,37.82702021040155,-2.83066554338669,-4.095117170823869
2022,Manhattan,A,23074.215048861126,0.18811169859212323,86.06109219515068,76.84235377603156,268353024.25,4.325,8.598455379196691,0.8303000109486147,3.992351099519964,5.819674865162346,43.6466950755639,-3.90129259694477,1.1215337515698698
2023,Manhattan,A,23282.13340637657,0.19402912657474802,86.22577383119776,77.05730801408642,267306410.25,4.208333333333333,8.709904631393542,0.1913543412552121,3.145699085656206,3.2162052743254086,46.8629003498893,-0.26974951830443294,0.1296154335655375
2024,Manhattan,A,25006.8998325732,0.19422004473868976,85.32454044773894,75.9772705542199,267103932.75,4.341666666666667,9.362235731653861,-1.0452018502300042,0.09839665173578815,2.187820391029076,49.05072074091838,0.3168316831683171,0.748953206570242
2018,Nashville,A,9550.617547425474,0.13976752358636024,30.8078194898919,28.21630572572895,21176858.0,3.5,45.09931335151548,0.0,0.0,0.0,0.0,0.0,0.0
2019,Nashville,A,13843.868469551282,0.15076927370434273,31.6361704961841,29.203281412837775,21176858.0,3.3333333333333335,65.37262737253695,2.688768695765642,7.871463867773731,12.044632820114288,12.044632820114288,-0.4761904761904756,4.495260019372386
2020,Nashville,A,6300.231814994262,0.16446519120069675,32.224651525515476,29.700894404432525,21176858.0,7.508333333333333,29.750550412125644,1.860152540909965,9.08402432395581,-4.081000356403949,7.963632463710338,12.524999999999999,-5.449081426299863
2021,Nashville,A,6901.457440476191,0.197736317716932,32.53989916267628,30.2644327343489,21898175.0,4.466666666666667,31.516130638631715,0.9782809812890925,20.229889542787525,21.154564205405183,29.11819666911552,-4.051054384017757,0.5934613652682064
2022,Nashville,A,7288.01205522654,0.21839094982286725,33.737036083175376,31.103810814946424,22379344.25,3.3833333333333333,32.56579805829896,3.678981654227842,10.445543006168045,7.872490434158016,36.99068710327354,-2.4253731343283578,0.3330571990904829
2023,Nashville,A,10553.037382948987,0.226172650698518,34.776447843795374,32.29542384620962,23452059.25,3.2916666666666665,44.99834010503358,3.0809219815796096,3.5631975051907405,6.276512219670501,43.26719932294404,-0.27093596059113323,3.8176684706077246
2024,Nashville,A,10974.72432626897,0.251754062951274,37.77730374056415,34.82194175191035,27568307.75,3.233333333333333,39.8092056494435,8.628989108512908,11.310568352870987,0.9961077511786756,44.263307074122714,-0.17721518987341867,-1.1531835270985058
2018,Northern New Jersey,A,12219.545199766031,0.2606018296228045,28.3197121813959,27.249128449570126,112460880.0,4.008333333333334,10.865596285362546,0.0,0.0,0.0,0.0,0.0,0.0
2019,Northern New Jersey,A,12398.981104426202,0.246535827565059,30.089728914902352,28.9978394006386,112377759.0,3.4583333333333335,11.033305179565115,6.250122607775754,-5.397507023686144,-11.073071475782813,-11.073071475782813,-1.3721413721413722,0.15434854176249457
2020,Northern New Jersey,A,13795.528635584862,0.2599638995823328,30.039932399154353,28.884558349164273,113615306.0,9.475,12.14231525775661,-0.16549340105000976,5.446702067564679,2.770519354468961,-8.302552121313852,17.397590361445783,1.0051476508104784
2021,Northern New Jersey,A,12412.036774725275,0.28514771077950074,30.519762374336576,29.46812462354985,114921302.25,6.708333333333333,10.800466520753575,1.5973071071083034,9.687426307125403,7.162458579258786,-1.140093542055066,-2.9199648197009678,-1.1051012171223695
2022,Northern New Jersey,A,13547.87149606445,0.27323939361661775,31.422877664207174,30.53646675555495,115419126.0,3.8666666666666667,11.73797789463806,2.9591163875837045,-4.176192447882377,-4.774259737412022,-5.914353279467088,-4.236024844720497,0.8680285912492902
2023,Northern New Jersey,A,14377.573340582845,0.2856592330013422,32.6896033881403,31.619888789556224,114892726.75,4.416666666666667,12.513910799477866,4.031221256912487,4.5454058510138395,1.1501483200926859,-4.764204959374402,1.4224137931034497,0.6610447828447974
2024,Northern New Jersey,A,12465.594136036721,0.27995222692381977,32.76172116279215,31.5062400600286,114383296.5,4.7,10.898089596531888,0.22061379514324297,-1.9978370793621858,-4.315658248214016,-9.079863207588417,0.641509433962264,-1.2912200101453475
2018,Northern Virginia,A,18699.861827524495,0.222282774966211,34.329331864839205,32.387167988994925,98588771.75,3.0083333333333333,18.967537068971037,0.0,0.0,0.0,0.0,0.0,0.0
2019,Northern Virginia,A,14565.604242253383,0.2187244822134225,36.33750920408745,34.354178334734776,100039943.75,2.7583333333333333,14.559788516727734,5.849741984943968,-1.6007955422229103,-10.728538461751182,-10.728538461751182,-0.8310249307479223,-2.3238381115141893
2020,Northern Virginia,A,16181.924557769817,0.22205317490051002,36.815501383129,35.03814361492985,100727363.25,6.491666666666667,16.065073119810684,1.3154236201412095,1.521865615317597,-1.6264473072298835,-12.354985768981065,13.534743202416921,1.033864332131973
2021,Northern Virginia,A,15463.618151013274,0.2588528028834625,36.40741349580428,34.85453483878642,101907613.75,3.85,15.17415390468141,-1.1084675530501853,16.572439461602116,17.866383367248257,5.511397598267193,-4.069319640564827,-0.5545690383635016
2022,Northern Virginia,A,17435.59686973674,0.26510667475508076,36.59938087724593,35.33334387428602,103094956.75,2.7583333333333333,16.91217244701617,0.5272755271773732,2.415995423636108,4.315665642785896,9.82706324105309,-2.8354978354978355,1.145380858301801
2023,Northern Virginia,A,10586.295751633987,0.2732128841831237,36.5061090492219,35.3845052272426,102644117.0,2.85,10.313592304207738,-0.2548453711194276,3.0577160818496596,-2.623032706355324,7.204030534697765,0.33232628398791597,-3.9016750588849547
